douban_score,publisher,douban_votes,name,authors
8.5, 世界图书出版公司,130153,简爱（英文全本）,"[英]
            夏洛蒂·勃朗特"
8.2, 四川文艺出版社,1592,熊镇,大鱼读品
9.2, 译林出版社,32355,杀死一只知更鸟,"[美]
            哈珀·李"
8.9, 江苏凤凰文艺出版社,47280,巨人的陨落,读客
8.3, 上海译文出版社,80070,老人与海,"[美]
            欧内斯特·海明威"
9.3, 译林出版社,99702,飘,"[美]
            玛格丽特·米切尔"
8.7, 人民文学出版社,63060,白鹿原,陈忠实
9.0, 上海译文出版社,57342,局外人,"[法]
            阿尔贝·加缪"
9.2, 上海译文出版社,47895,动物农场,"[英]
            乔治·奥威尔"
8.9, 人民文学出版社,88696,哈利·波特与密室,"[英]
            J·K·罗琳"
8.5, 湖南文艺出版社,16680,长安十二时辰,博集天卷
9.0, 中国青年出版社,40849,城南旧事,关维兴 图
8.5, 上海译文出版社,63585,挪威的森林,"[日]
            村上春树"
8.5, 百花洲文艺出版社,11796,默读,默读
9.1, 人民文学出版社,51152,肖申克的救赎,"[美]
            斯蒂芬·金"
8.9, 人民文学出版社,91998,哈利·波特与阿兹卡班的囚徒,"[英]
            J·K·罗琳"
9.0, 上海译文出版社,64905,基督山伯爵,"[法]
            大仲马"
8.7, 上海译文出版社,62507,一个陌生女人的来信,"[奥地利]
            斯蒂芬·茨威格"
8.7, 人民文学出版社,11716,离开的，留下的,99读书人
9.0, 皇冠出版社,95924,撒哈拉的故事,三毛
8.9, 博集天卷 | 湖南文艺出版社,1319,莫斯科绅士,博集天卷
8.2, 外国文学出版社,67156,茶花女,"[法]
            小仲马"
8.1, 上海译文出版社,103378,情人,"[法]
            玛格丽特·杜拉斯"
8.0, 湖南文艺出版社,8045,云边有个小卖部,博集天卷
8.4, 理想国丨上海三联书店,2261,冬泳,理想国
8.9, 人民文学出版社,52809,无人生还,"[英]
            阿加莎·克里斯蒂"
8.7, 人民文学出版社,74066,哈利·波特与凤凰社,"[英]
            J·K·罗琳"
8.8, 世纪文景/上海人民出版社,20947,斯通纳,世纪文景
9.0, 生活·读书·新知三联书店,61829,笑傲江湖（全四册）,金庸
8.1, 安徽文艺出版社,50065,鬼吹灯之精绝古城,鬼吹灯
7.4, 中国华侨出版社,2965,知否知否应是绿肥红瘦,知否知否应是绿肥红瘦（典藏版）
8.9, 人民文学出版社,50606,呐喊,鲁迅作品集
9.0, 上海译文出版社,94365,月亮和六便士,"[英]
            威廉·萨默塞特·毛姆"
8.3, 北京联合出版公司,2692,大江大河四部曲,
8.4, 花城出版社,51944,红玫瑰与白玫瑰,张爱玲
9.1, 三联书店,69746,天龙八部,金庸作品集（三联版）
8.1, 北京联合出版公司,44787,一个人的朝圣,"[英]
            蕾秋·乔伊斯"
8.3, 人民文学出版社,55941,巴黎圣母院,中学生课外文学名著必读
9.0, 人民文学出版社,88542,哈利·波特与火焰杯,"[英]
            J·K·罗琳"
6.2, 百花洲文艺出版社,60138,摆渡人,"[英]
            克莱儿·麦克福尔"
8.4, 人民文学出版社,71548,呼啸山庄,世界文学名著文库
8.1, 北京燕山出版社,56703,羊脂球,世界文学文库（全译本）
7.8, 湖南文艺出版社,66378,偷影子的人,"[法]
            马克·李维"
8.4, 北京十月文艺出版社,26857,人生,路遥
9.0, 人民文学出版社,54608,东方快车谋杀案,"[英]
            阿加莎·克里斯蒂"
8.7, 上海书店出版社,42558,阿Q正传,
8.8, 人民文学出版社,29505,西游记（全二册）,吴承恩
8.8, 上海人民出版社,66142,灿烂千阳,"[美]
            卡勒德·胡赛尼"
9.2, 译林出版社,8761,杀死一只知更鸟,"[美]
            哈珀·李"
8.9, 上海译文出版社,2390,长日将尽,石黑一雄作品
9.2, 世纪文景|上海人民出版社,1232,奥古斯都,世纪文景
9.1, 中国海关出版社,48591,明朝那些事儿（1-9）,当年明月
8.1, 新星出版社,12066,漫长的告别,"[美]
            雷蒙德·钱德勒"
7.9, 天津人民出版社,711,时间的礼物,果麦文化
7.6, 南海出版公司,93330,放学后,新经典文化
9.0, 人民文学出版社,68890,哈利·波特与死亡圣器,"[英]
            J·K·罗琳"
7.9, 民主与建设出版社,1190,君子报恩,
8.8, 人民文学出版社,77677,哈利·波特与混血王子,"[英]
            J·K·罗琳"
8.6, 天津人民出版社,59247,情书,"[日]
            岩井俊二"
8.4, 江苏凤凰文艺出版社,7413,小小小小的火,读客
8.5, 作家出版社,77203,苏菲的世界,
9.0," 北京出版集团公司,北京十月文艺出版社",21631,平凡的世界,
9.0, 上海译文出版社,36400,刀锋,译文名著文库
8.7, 南海出版公司,83547,窗边的小豆豆,新经典文化
8.8, 生活·读书·新知三联书店,55832,神雕侠侣,金庸
8.6, 浦睿文化·湖南文艺出版社,254,全能侦探社,浦睿文化
8.3, 湖南文艺出版社,4645,山茶文具店,
9.0, 南海出版公司,13113,金色梦乡,"[日]
            伊坂幸太郎"
8.8, 湖南文艺出版社,28676,最好的我们,八月长安
8.4, 现代出版社,48620,华胥引（全二册）,唐七公子
7.5, 上海译文出版社,15573,刺杀骑士团长,
9.0, 四川文艺出版社,17094,一个叫欧维的男人决定去死,"[瑞典]
            弗雷德里克·巴克曼"
8.7, 北京联合出版公司,1751,小偷家族,文治图书
8.5, 人民文学出版社,31266,水浒传（全二册）,罗贯中
8.3, 译林出版社,36047,查令十字街84号,"[美]
            海莲·汉芙"
6.8, 新星出版社,39527,第七天,余华
8.9, 作家出版社,25053,许三观卖血记,余华
8.6, 北京十月文艺出版社,46301,半生缘,张爱玲
8.6, 重庆出版社,14974,美丽新世界,"[英]
            阿道司·赫胥黎"
7.4, 江苏凤凰文艺出版社,1286,夏摩山谷,果麦文化
6.6, 四川文艺出版社,2894,冷场,果麦文化
8.4, 人民文学出版社,36851,尘埃落定,阿来
9.2, 群众出版社,59053,福尔摩斯探案全集（上中下）,"[英]
            阿·柯南道尔"
8.9, 生活·读书·新知三联书店,41448,射雕英雄传（全四册）,金庸作品集（三联口袋本）
7.5, 凤凰出版社,17924,古董局中局,马伯庸
9.6, 后浪丨文化发展出版社,243,邦查女孩,后浪
8.9, 长江文艺出版社,4657,大江东去（共三部）,阿耐
9.0, 南海出版公司,39485,嫌疑人X的献身,"[日]
            东野圭吾"
9.1, 人民文学出版社,19546,白鹿原,
8.0, 江苏凤凰文艺出版社,2313,遮蔽的天空,读客
8.7, 南海出版公司,14917,恶意,"[日]
            东野圭吾"
8.6, 后浪丨四川人民出版社,2361,雨,"[马来西亚]
            黄锦树"
8.0, 天津人民出版社,12225,外婆的道歉信,"[瑞典]
            弗雷德里克·巴克曼"
8.7, 北京联合出版公司,14431,步履不停,"[日]
            是枝裕和"
8.7, 京华出版社,29103,狂人日记,鲁迅
7.6, 天津人民出版社,56963,皮囊,蔡崇达
8.9, 百花文艺出版社,27469,呼兰河传,现代文学名著原版珍藏
8.3, 上海文艺出版社,67418,兄弟（上）,余华
8.7, 四川科学技术出版社,34229,球状闪电,刘慈欣
6.8, 广东旅游出版社,439,楚楚很动人,楚楚很动人
8.5, 理想国 | 上海三联书店,327,无中生有,理想国
8.1, 译林出版社,49245,麦田里的守望者,J·D·塞林格
8.5, 江苏文艺出版社,35459,那些回不去的年少时光,桐华
8.4, 花城出版社,22843,第一炉香,张爱玲
8.0, 天津人民出版社,3651,清单人生,"[瑞典]
            弗雷德里克·巴克曼"
8.8, 江苏凤凰文艺出版社,1424,与罗摩相会,读客
8.2, 上海译文出版社,2695,华氏451,"[美]
            雷·布拉德伯里"
8.0, 新世界出版社,51458,喜宝,"[加拿大]
            亦舒"
8.7, 长江文艺出版社,24723,一句顶一万句,刘震云
8.7, 上海译文出版社,22889,罗生门,"[日]
            芥川龙之介"
8.6, 云南人民出版社,13117,长夜难明,紫金陈
8.2, 译林出版社,31770,红与黑,译林世界文学名著·古典系列
8.1, 人民文学出版社,23445,芳华,严歌苓作品在人文社
8.7, 生活·读书·新知三联书店,125378,我们仨,杨绛
8.5, 作家出版社,10975,兄弟,余华
6.2, 长江文艺出版社,92106,悲伤逆流成河,郭敬明
8.1, 上海译文出版社,21435,雾都孤儿,世界文学名著普及本（全译本）
7.5, 南海出版公司,51676,幻夜,"[日]
            东野圭吾"
8.1, 上海译文出版社,12538,远山淡影,"[英]
            石黑一雄"
8.3, 河北教育出版社,24665,项链,"[法]
            居伊·德·莫泊桑"
8.8, 上海文艺出版社,13090,繁花,
8.5, 三联书店,31786,倚天屠龙记(共四册),金庸
8.0, 中国友谊出版公司,593,蜜蜂与远雷,文治图书
7.9, 后浪丨江西人民出版社,97,写小说最重要的十件事,
7.7, 长江出版社,15609,龙族Ⅰ,龙族
8.7, 新星出版社,18683,无人生还,"[英]
            阿加莎·克里斯蒂"
9.0, 广西师范大学出版社,5465,强风吹拂,理想国
8.4, 浙江文艺出版社,27935,变形记,"[奥地利]
            弗朗茨·卡夫卡"
8.8, 外语教学与研究出版社,4998,夏日终曲,"[美]
            安德烈·艾席蒙"
8.7, 后浪丨四川人民出版社,495,猴子·罗汉池,后浪
9.3, 重庆出版社,12877,三体全集,科幻世界
8.2, 南海出版公司,34698,长恨歌,王安忆
8.6, 上海社会科学院出版社,37469,麦琪的礼物,"[美]
            欧·亨利"
8.2, 作家出版社,16737,人间失格,世界文学名著
8.5, 上海译文出版社,28756,夏洛的网,"[美]
            E·B·怀特"
8.7," 北京出版集团公司,北京十月文艺出版社",12548,倾城之恋,张爱玲
7.0, 湖南文艺出版社,90871,从你的全世界路过,博集天卷
8.0, 平心工作室,14774,魔道祖師 一,魔道祖師
7.6, 译林出版社,50280,钢铁是怎样炼成的,"[苏联]
            尼·奥斯特洛夫斯基"
7.9, 江苏文艺出版社,85325,微微一笑很倾城,顾漫
8.6, 译林出版社,36089,荆棘鸟,"[澳]
            考琳·麦卡洛"
8.5, 上海文化出版社,15790,盗墓笔记,
8.4, 后浪丨四川人民出版社,175,度外,后浪·华语文学
8.6, 译林出版社,14350,你一生的故事,"[美]
            特德·姜"
7.7, 南海出版公司,30445,时生,"[日]
            东野圭吾"
9.0, 龍馬文化,6279,殺破狼,
7.8, 朝华出版社,126908,何以笙箫默,顾漫
9.0, 广西师范大学出版社,7818,献给阿尔吉侬的花束,理想国
9.3, 上海三联书店,19479,动物庄园,壹力文库
8.5, 哈尔滨出版社,35537,金锁记,张爱玲
9.0, 上海人民出版社,16527,悉达多,"[德]
            赫尔曼·黑塞"
8.2, 广西师范大学出版社,33249,伊豆的舞女,"[日]
            川端康成"
7.7, 海南出版社,34229,秘密,"[日]
            东野圭吾"
9.1, 北京十月文艺出版社,28878,平凡的世界（全三册）,
7.5, 湖南文艺出版社,29607,虚无的十字架,"[日]
            东野圭吾"
8.9, 人民文学出版社,32813,悲惨世界（上中下）,"[法]
            雨果"
9.4, 上海译文出版社,9621,卡拉马佐夫兄弟,译文名著文库
8.4, 全本书店|作家出版社,5298,雪落香杉树,全本书店
7.9,,729,亿万斯年,
7.9, 国际文化出版公司,129009,1988：我想和这个世界谈谈,韩寒
9.1, 北京十月文艺出版社,631,偷书贼,新经典文化
9.1, 江苏文艺出版社,11439,教父,读客
9.1, 上海译文出版社,31433,月亮和六便士,傅惟慈
6.7, 百花洲文艺出版社,3065,少年的你，如此美丽,
8.7, 新星出版社,14529,无人生还,"[英]
            阿加莎·克里斯蒂"
9.0, 译林出版社,20963,教父,"[美]
            马里奥·普佐"
6.5, 浙江文艺出版社,1006,张大小姐,
7.6, 北京十月文艺出版社,5517,假面山庄,"[日]
            东野圭吾"
8.7, 南海出版公司,188,一起连环绑架案的新闻,新经典文化
8.3, 武汉出版社,24262,人间失格,太宰治
8.7, 中信出版集团,670,人生拼图版,"[法]
            乔治·佩雷克"
7.4, 江苏凤凰文艺出版社,35,尤利西斯,读客经典文库
7.7, 上海译文出版社,60116,洛丽塔,"[美]
            弗拉基米尔·纳博科夫"
9.1, 人民文学出版社,997,尤利西斯,"[爱尔兰]
            詹姆斯·乔伊斯"
8.9, 广西师范大学出版社,19683,台北人,白先勇
7.6, 九州出版社,5285,大裂,胡迁
8.1, 上海译文出版社,71701,海边的卡夫卡,"[日]
            村上春树"
8.0, 中国友谊出版公司,757,伯纳黛特，你要去哪,大鱼读品
8.7, 重庆,21592,面纱,"[英]
            威廉·萨默塞特·毛姆"
7.4, 江苏凤凰文艺出版社,1226,天谴者,法医秦明
8.3, 人民文学出版社,1711,十九年间谋杀小叙,
9.3, 作家出版社,171357,活着,余华作品（2012版）
